Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,Neighborhood,Condition1,Condition2,GrLivArea,TotalBsmtSF,GarageArea,OverallQual,OverallCond,YearBuilt,CentralAir,Fireplaces,PoolArea,YrSold,MoSold,SaleCondition,SalePrice,UnitPrice,NeighborhoodAvgUnitPrice
165,40,RM,40.0,5400,Pave,Pave,OldTown,Norm,Norm,1616,1149,216,6,7,1926,1,0,0,2007,10,Normal,152000,94.05940594059406,91.42728199677266
166,190,RL,62.0,10106,Pave,NA,Edwards,Norm,Norm,1355,644,0,5,7,1940,1,0,0,2008,9,Normal,127500,94.09594095940959,101.83295816841985
167,20,RL,69.0,10708,Pave,NA,ClearCr,Norm,Norm,1867,1617,303,5,5,1955,1,3,0,2009,11,Normal,190000,101.76754151044456,124.24298891029504
168,60,RL,86.0,10562,Pave,NA,NridgHt,Norm,Norm,2161,1582,789,8,5,2007,1,1,0,2007,11,Partial,325624,150.68209162424805,164.57805723210188
169,60,RL,62.0,8244,Pave,NA,Gilbert,Norm,Norm,1720,840,440,7,5,2004,1,1,0,2007,5,Normal,183500,106.68604651162791,119.11493125681703
170,20,RL,69.0,16669,Pave,NA,Timber,Norm,Norm,1707,1686,511,8,6,1981,1,1,0,2006,1,Normal,228000,133.5676625659051,139.76648322039009
171,50,RM,69.0,12358,Pave,NA,OldTown,Feedr,Norm,1382,720,660,5,6,1941,1,0,0,2007,5,Normal,128500,92.98118668596237,91.42728199677266
172,20,RL,141.0,31770,Pave,NA,NAmes,Norm,Norm,1656,1080,528,6,5,1960,1,2,0,2010,5,Normal,215000,129.83091787439614,116.08938532777013
173,160,RL,44.0,5306,Pave,NA,StoneBr,Norm,Norm,1767,1064,504,7,7,1987,1,1,0,2006,6,Normal,239000,135.2574985851726,165.40227532235397
174,20,RL,80.0,10197,Pave,NA,NAmes,Norm,Norm,1362,1362,504,6,5,1961,1,1,0,2008,6,Normal,163000,119.67694566813509,116.08938532777013
175,20,RL,47.0,12416,Pave,NA,Timber,Norm,Norm,1651,1606,616,6,5,1986,1,1,0,2008,11,Normal,184000,111.44760751059964,139.76648322039009
176,20,RL,84.0,12615,Pave,NA,Edwards,Norm,Norm,2158,1202,576,6,7,1950,1,1,0,2007,6,Normal,243000,112.60426320667284,101.83295816841985
177,60,RL,97.0,10029,Pave,NA,ClearCr,Norm,Norm,2060,1151,521,6,5,1988,1,1,0,2007,9,Normal,211000,102.42718446601941,124.24298891029504
178,50,RL,69.0,13650,Pave,NA,Sawyer,Norm,Norm,1920,1052,451,5,5,1958,1,1,0,2006,7,Normal,172500,89.84375,117.85616299660873
179,20,RL,63.0,17423,Pave,NA,StoneBr,Norm,Norm,2234,2216,1166,9,5,2008,1,1,0,2009,7,Partial,501837,224.636078782453,165.40227532235397
180,30,RM,60.0,8520,Pave,NA,OldTown,Norm,Norm,968,968,480,5,6,1923,1,0,0,2007,7,Normal,100000,103.30578512396694,91.42728199677266
181,160,FV,69.0,2117,Pave,NA,Somerst,Norm,Norm,1525,756,440,6,5,2000,1,1,0,2007,6,Normal,177000,116.06557377049181,141.3359664248121
182,70,RL,54.0,7588,Pave,NA,Crawfor,Norm,Norm,1802,793,216,7,6,1920,1,1,0,2006,7,Normal,200100,111.04328523862375,120.25482638137272
183,20,RL,60.0,9060,Pave,NA,Edwards,Artery,Norm,1340,0,252,5,6,1957,1,1,0,2007,6,Normal,120000,89.55223880597015,101.83295816841985
184,50,RM,63.0,11426,Pave,NA,OldTown,Norm,Norm,2082,1362,484,7,5,2003,1,0,0,2008,6,Normal,200000,96.06147934678194,91.42728199677266
185,50,RL,92.0,7438,Pave,NA,BrkSide,RRAn,Feedr,1252,504,576,5,8,1908,1,0,0,2006,6,Normal,127000,101.43769968051119,105.96680854866048
186,75,RM,90.0,22950,Pave,NA,OldTown,Artery,Norm,3608,1107,840,10,9,1892,1,2,0,2006,6,Normal,475000,131.6518847006652,91.42728199677266
187,80,RL,69.0,9947,Pave,NA,Mitchel,Norm,Norm,1217,1188,497,7,5,1990,1,0,0,2009,6,Normal,173000,142.15283483976992,126.01744863615829
188,50,RL,60.0,10410,Pave,NA,OldTown,Norm,Norm,1656,660,180,5,7,1916,1,0,0,2009,8,Normal,135000,81.52173913043478,91.42728199677266
189,90,RL,64.0,7018,Pave,NA,SawyerW,Feedr,Norm,1224,1086,528,5,5,1979,1,2,0,2009,6,Alloca,153337,125.27532679738562,119.70442421965492
190,120,RL,41.0,4923,Pave,NA,StoneBr,Norm,Norm,1593,1593,682,8,5,2001,1,1,0,2008,8,Normal,286000,179.5354676710609,165.40227532235397
191,70,RL,70.0,10570,Pave,NA,Crawfor,Norm,Norm,2727,853,440,8,8,1932,1,2,0,2007,12,Normal,315000,115.51155115511551,120.25482638137272
192,60,RL,69.0,7472,Pave,NA,NAmes,Norm,Norm,1479,725,484,7,9,1972,1,0,0,2007,6,Normal,184000,124.40838404327248,116.08938532777013
193,20,RL,68.0,9017,Pave,NA,CollgCr,Norm,Norm,1431,1431,666,7,5,1999,1,0,0,2009,9,Normal,192000,134.17190775681343,136.78367951579068
194,160,RM,24.0,2522,Pave,NA,Edwards,Norm,Norm,1709,970,380,7,5,2004,1,0,0,2006,5,Normal,130000,76.06787595084845,101.83295816841985
195,20,RL,60.0,7180,Pave,NA,CollgCr,Norm,Norm,864,864,352,5,7,1972,1,0,0,2008,5,Normal,127000,146.99074074074073,136.78367951579068
196,160,RL,24.0,2280,Pave,NA,NPkVill,Norm,Norm,1456,855,440,6,6,1976,1,1,0,2009,7,Normal,148500,101.99175824175825,116.72689144012816
197,20,RL,79.0,9416,Pave,NA,Somerst,Norm,Norm,1726,1726,786,7,5,2007,1,1,0,2007,9,Partial,311872,180.69061413673234,141.3359664248121
198,75,RL,174.0,25419,Pave,NA,NAmes,Artery,Norm,3112,1360,795,8,4,1918,1,1,512,2006,3,Abnorml,235000,75.51413881748071,116.08938532777013
199,75,RM,92.0,5520,Pave,NA,OldTown,Norm,Norm,2229,755,0,6,6,1912,1,0,0,2009,7,Abnorml,104000,46.657694033198744,91.42728199677266
200,20,RL,76.0,9591,Pave,NA,NridgHt,Norm,Norm,1713,1713,856,8,5,2004,1,1,0,2009,1,Normal,274900,160.4786923525978,164.57805723210188
201,20,RM,80.0,8546,Pave,NA,Edwards,Norm,Norm,1121,1121,440,4,5,2003,1,0,0,2010,3,Normal,140000,124.88849241748439,101.83295816841985
202,20,RL,75.0,10125,Pave,NA,Mitchel,Norm,Norm,1279,1196,473,6,6,1977,1,2,0,2008,2,Normal,171500,134.08913213448005,126.01744863615829
203,50,RL,50.0,7000,Pave,NA,OldTown,Artery,Norm,1310,617,398,6,6,1924,1,0,0,2006,5,Normal,112000,85.49618320610686,91.42728199677266
204,120,RM,69.0,4438,Pave,NA,CollgCr,Norm,Norm,848,848,420,6,5,2004,1,1,0,2008,1,Normal,149000,175.70754716981133,136.78367951579068
205,50,RM,50.0,3500,Pave,Grvl,OldTown,Norm,Norm,1284,720,240,5,7,1947,1,0,0,2009,4,Normal,110000,85.66978193146417,91.42728199677266
206,20,RL,99.0,11851,Pave,NA,Gilbert,Norm,Norm,1442,1424,500,7,5,1990,1,0,0,2009,5,Normal,180500,125.17337031900139,119.11493125681703
207,20,RL,40.0,13673,Pave,NA,Sawyer,RRAe,Norm,1696,1140,349,5,5,1962,1,1,0,2007,3,Normal,143900,84.84669811320755,117.85616299660873
208,20,RL,69.0,12493,Pave,NA,NAmes,Norm,Norm,1100,1100,312,4,5,1960,1,1,0,2008,4,Normal,141000,128.1818181818182,116.08938532777013
209,60,RL,69.0,14364,Pave,NA,SawyerW,Norm,Norm,2062,1157,454,7,5,1988,1,1,0,2007,4,Normal,277000,134.33559650824444,119.70442421965492
210,20,RL,75.0,8250,Pave,NA,NAmes,Norm,Norm,1092,1092,504,6,7,1964,1,0,0,2008,7,Normal,145000,132.78388278388277,116.08938532777013
211,30,RL,67.0,5604,Pave,NA,Edwards,Norm,Norm,864,864,0,5,6,1925,0,0,0,2008,4,Normal,98000,113.42592592592592,101.83295816841985
212,20,RL,83.0,10420,Pave,NA,Edwards,Norm,Norm,1212,1212,460,6,5,2009,1,0,0,2010,3,Normal,186000,153.46534653465346,101.83295816841985
213,60,FV,72.0,8640,Pave,NA,Somerst,Norm,Norm,1852,900,644,7,5,2009,1,1,0,2009,7,Partial,252678,136.4352051835853,141.3359664248121
214,20,RL,43.0,13568,Pave,NA,CollgCr,Norm,Norm,990,990,576,5,5,1995,1,0,0,2006,7,Normal,156000,157.57575757575756,136.78367951579068
215,60,RL,69.0,10900,Pave,NA,CollgCr,Norm,Norm,1392,689,299,6,7,1977,1,0,0,2010,3,Normal,161750,116.19971264367815,136.78367951579068
216,20,RL,72.0,10011,Pave,NA,NAmes,Norm,Norm,1236,1070,447,5,6,1957,1,1,0,2006,5,Normal,134450,108.77831715210355,116.08938532777013
217,20,RL,65.0,8450,Pave,NA,CollgCr,Norm,Norm,1436,1436,484,7,5,2004,1,0,0,2008,4,Normal,210000,146.23955431754874,136.78367951579068
218,70,RM,57.0,9906,Pave,Grvl,OldTown,Norm,Norm,1328,686,210,4,4,1925,0,0,0,2006,9,Family,107000,80.57228915662651,91.42728199677266
219,50,RL,69.0,15660,Pave,NA,Crawfor,Norm,Norm,1954,798,431,7,9,1939,1,2,0,2008,5,Normal,311500,159.41658137154556,120.25482638137272
220,120,RL,43.0,3010,Pave,NA,Blmngtn,Norm,Norm,1248,1248,438,7,5,2005,1,0,0,2006,3,Partial,167240,134.00641025641025,136.56697363609894
221,20,RL,73.0,8990,Pave,NA,CollgCr,Norm,Norm,1498,1498,675,7,5,2006,1,0,0,2006,4,Partial,204900,136.78237650200268,136.78367951579068
222,60,RL,69.0,8068,Pave,NA,Gilbert,Norm,Norm,2267,1010,390,6,5,2002,1,1,0,2009,12,Normal,200000,88.2223202470225,119.11493125681703
223,60,RL,85.0,11475,Pave,NA,NWAmes,RRAn,Norm,1552,713,434,6,6,1975,1,1,0,2006,2,Normal,179900,115.91494845360825,111.84834925438751
224,20,RL,70.0,10500,Pave,NA,NAmes,Norm,Norm,864,864,576,4,6,1971,1,0,0,2009,3,Abnorml,97000,112.26851851851852,116.08938532777013
225,20,RL,103.0,13472,Pave,NA,NridgHt,Norm,Norm,2392,2392,968,10,5,2003,1,1,0,2009,6,Normal,386250,161.4757525083612,164.57805723210188
226,160,RM,21.0,1680,Pave,NA,BrDale,Norm,Norm,1302,630,280,5,5,1971,1,0,0,2009,5,Abnorml,112000,86.02150537634408,91.95054338209854
227,60,RL,82.0,9950,Pave,NA,NoRidge,Norm,Norm,2520,1203,721,7,5,1995,1,1,0,2007,6,Abnorml,290000,115.07936507936508,132.27168705070494
228,160,RM,21.0,1869,Pave,NA,BrDale,Norm,Norm,987,483,280,6,6,1970,1,0,0,2008,9,Normal,106000,107.39614994934144,91.95054338209854
229,20,RL,70.0,8521,Pave,NA,Sawyer,Feedr,Norm,912,912,336,5,5,1967,1,1,0,2010,5,Normal,125000,137.06140350877192,117.85616299660873
230,120,RL,43.0,3182,Pave,NA,Blmngtn,Norm,Norm,1555,1373,430,7,5,2005,1,1,0,2009,5,Normal,192500,123.79421221864952,136.56697363609894
231,20,RL,73.0,8760,Pave,NA,NAmes,Norm,Norm,1194,1194,312,6,6,1959,1,0,0,2010,4,Normal,148000,123.95309882747068,116.08938532777013
232,60,RL,174.0,15138,Pave,NA,NoRidge,Norm,Norm,2794,1462,810,8,5,1995,1,1,0,2009,7,Normal,403000,144.23765211166787,132.27168705070494
233,160,RM,21.0,1680,Pave,NA,BrDale,Norm,Norm,987,483,288,6,5,1972,1,1,0,2006,6,Normal,94500,95.74468085106383,91.95054338209854
234,20,RL,75.0,10650,Pave,NA,CollgCr,Norm,Norm,894,894,308,5,6,1976,1,0,0,2010,2,Normal,128200,143.40044742729307,136.78367951579068
235,60,RL,69.0,7851,Pave,NA,Gilbert,Norm,Norm,1960,860,440,6,5,2002,1,2,0,2010,5,Normal,216500,110.45918367346938,119.11493125681703
236,160,RM,21.0,1680,Pave,NA,BrDale,Norm,Norm,987,483,264,6,3,1971,1,0,0,2008,8,Normal,89500,90.67882472137791,91.95054338209854
237,20,RL,65.0,8773,Pave,NA,CollgCr,Norm,Norm,1414,1414,494,7,5,2004,1,0,0,2010,5,Normal,185500,131.1881188118812,136.78367951579068
238,60,RL,69.0,9453,Pave,NA,SawyerW,RRNe,Norm,1744,996,457,7,7,1993,1,0,0,2010,2,Normal,194500,111.52522935779817,119.70442421965492
239,20,RL,93.0,12030,Pave,NA,NridgHt,Norm,Norm,1694,1694,818,8,5,2007,1,0,0,2007,12,Partial,318000,187.72136953955135,164.57805723210188
240,50,RL,52.0,8741,Pave,NA,Edwards,Norm,Norm,1487,735,220,6,4,1945,1,1,0,2010,4,Normal,113000,75.99193006052455,101.83295816841985
241,20,FV,75.0,9000,Pave,NA,Somerst,Norm,Norm,1566,1566,750,8,5,2008,1,0,0,2010,4,Normal,262500,167.62452107279694,141.3359664248121
242,30,RM,40.0,3880,Pave,NA,OldTown,Norm,Norm,866,686,0,5,9,1945,1,0,0,2007,8,Normal,110500,127.59815242494226,91.42728199677266
243,50,RM,63.0,5000,Pave,NA,OldTown,Norm,Norm,1440,540,352,5,4,1900,0,0,0,2006,4,Normal,79000,54.861111111111114,91.42728199677266
244,160,RL,75.0,10762,Pave,NA,SawyerW,Norm,Norm,1217,626,288,6,6,1980,1,1,0,2009,4,Normal,120000,98.60312243221036,119.70442421965492
245,60,RL,69.0,8880,Pave,NA,SawyerW,Norm,Norm,2110,948,463,7,5,1994,1,2,0,2010,5,Normal,205000,97.1563981042654,119.70442421965492
246,20,RL,80.0,10400,Pave,NA,NWAmes,Norm,Norm,1872,1845,604,7,5,1988,1,1,0,2006,6,Normal,241500,129.00641025641025,111.84834925438751
247,190,RM,69.0,9142,Pave,Grvl,OldTown,Norm,Norm,1928,1020,440,6,8,1910,0,0,0,2006,4,Normal,137000,71.05809128630706,91.42728199677266
248,20,RL,75.0,11310,Pave,NA,NAmes,Norm,Norm,1375,1367,451,6,5,1954,1,1,0,2006,6,Normal,140000,101.81818181818181,116.08938532777013
249,60,RL,72.0,11317,Pave,NA,CollgCr,Norm,Norm,1668,840,500,7,5,2003,1,0,0,2007,9,Normal,180000,107.9136690647482,136.78367951579068
250,50,RL,69.0,159000,Pave,NA,ClearCr,Norm,Norm,2144,1444,389,6,7,1958,1,2,0,2007,6,Normal,277000,129.19776119402985,124.24298891029504
251,30,RL,55.0,5350,Pave,NA,BrkSide,Norm,Norm,1306,728,0,3,2,1940,1,0,0,2010,5,Normal,76500,58.575803981623274,105.96680854866048
252,120,RM,44.0,4750,Pave,NA,Crawfor,Norm,Norm,1625,1573,538,8,5,2006,1,1,0,2007,12,Family,235000,144.6153846153846,120.25482638137272
253,60,RL,65.0,8366,Pave,NA,SawyerW,Norm,Norm,1640,798,520,6,5,2004,1,0,0,2008,12,Normal,173000,105.48780487804878,119.70442421965492
254,80,RL,85.0,9350,Pave,NA,NAmes,Norm,Norm,1302,1302,309,6,7,1964,1,0,0,2007,10,Normal,158000,121.35176651305683,116.08938532777013
255,20,RL,70.0,8400,Pave,NA,NAmes,Norm,Norm,1314,1314,294,5,6,1957,1,0,0,2010,6,Normal,145000,110.35007610350075,116.08938532777013
256,60,RL,66.0,8738,Pave,NA,Gilbert,Norm,Norm,2291,975,429,7,5,1999,1,1,0,2006,2,Normal,230000,100.39284155390659,119.11493125681703
257,60,FV,64.0,8791,Pave,NA,Somerst,Norm,Norm,1728,864,673,6,5,2003,1,0,0,2008,5,Normal,207500,120.08101851851852,141.3359664248121
258,20,RL,68.0,8814,Pave,NA,CollgCr,Norm,Norm,1604,1604,660,7,5,2006,1,1,0,2009,3,Abnorml,220000,137.1571072319202,136.78367951579068
259,60,RL,80.0,12435,Pave,NA,CollgCr,Norm,Norm,1792,963,564,7,5,2001,1,1,0,2008,5,Normal,231500,129.18526785714286,136.78367951579068
260,20,RM,70.0,12702,Pave,NA,OldTown,Norm,Norm,882,0,308,5,5,1956,1,0,0,2008,12,Normal,97000,109.97732426303855,91.42728199677266
261,80,RL,120.0,19296,Pave,NA,NAmes,Artery,Norm,1382,1362,884,6,5,1962,1,1,0,2009,5,Normal,176000,127.35166425470332,116.08938532777013
262,60,RL,69.0,9588,Pave,NA,CollgCr,Norm,Norm,2574,1482,868,8,5,2007,1,1,0,2007,11,Partial,276000,107.22610722610723,136.78367951579068
263,80,RL,88.0,8471,Pave,NA,Sawyer,Norm,Norm,1212,506,492,6,7,1977,1,1,0,2006,7,Normal,151000,124.58745874587459,117.85616299660873
264,50,RM,50.0,5500,Pave,NA,OldTown,Norm,Norm,1316,926,484,5,7,1929,1,0,0,2010,4,Normal,130000,98.78419452887537,91.42728199677266
265,30,RM,30.0,5232,Pave,Grvl,OldTown,Artery,Norm,764,680,504,5,5,1925,0,0,0,2008,6,Normal,73000,95.54973821989529,91.42728199677266
266,20,RL,78.0,12090,Pave,NA,NWAmes,Norm,Norm,1422,1422,576,6,6,1981,1,1,0,2008,6,Normal,175500,123.41772151898734,111.84834925438751
267,60,RL,70.0,11207,Pave,NA,Gilbert,Norm,Norm,1511,802,413,6,5,1997,1,1,0,2006,6,Normal,185000,122.43547319655858,119.11493125681703
268,75,RL,60.0,8400,Pave,NA,SWISU,Norm,Norm,2192,720,240,5,8,1939,1,1,0,2008,7,Normal,179500,81.88868613138686,84.75523335164974
269,30,RM,71.0,6900,Pave,NA,IDOTRR,Norm,Norm,778,740,924,5,6,1940,1,1,0,2008,2,Normal,120500,154.88431876606683,89.1360425104863
270,20,RL,69.0,7917,Pave,NA,Edwards,Norm,Norm,1113,1143,504,6,7,1976,1,1,0,2007,5,Normal,148000,132.973944294699,101.83295816841985
271,60,FV,84.0,10728,Pave,NA,Somerst,Norm,Norm,1939,1095,1053,8,5,2006,1,1,0,2006,8,Partial,266000,137.1841155234657,141.3359664248121
272,20,RL,73.0,39104,Pave,NA,ClearCr,Norm,Norm,1363,1385,439,7,7,1954,1,2,0,2008,4,Normal,241500,177.1826852531181,124.24298891029504
273,60,RL,92.0,11764,Pave,NA,NoRidge,Norm,Norm,2270,1152,671,8,7,1999,1,1,0,2010,4,Normal,290000,127.7533039647577,132.27168705070494
274,20,RL,80.0,9600,Pave,NA,NAmes,Feedr,Norm,1632,1240,338,6,6,1958,1,1,0,2009,4,Normal,139000,85.17156862745098,116.08938532777013
275,20,RL,76.0,8314,Pave,NA,Mitchel,Norm,Norm,816,816,264,5,7,1982,1,0,0,2007,6,Normal,124500,152.5735294117647,126.01744863615829
276,50,RL,55.0,7264,Pave,NA,BrkSide,Norm,Norm,1548,952,672,7,7,1925,0,0,0,2009,10,Normal,205000,132.42894056847544,105.96680854866048
277,20,RL,129.0,9196,Pave,NA,Mitchel,Norm,Norm,1560,1560,573,7,5,2003,1,0,0,2010,4,Normal,201000,128.84615384615384,126.01744863615829
278,20,RL,140.0,19138,Pave,NA,Gilbert,Norm,Norm,864,864,400,4,5,1951,1,0,0,2010,6,Normal,141000,163.19444444444446,119.11493125681703
279,20,RL,107.0,14450,Pave,NA,NridgHt,Norm,Norm,2121,2121,732,9,5,2006,1,1,0,2007,5,Partial,415298,195.8029231494578,164.57805723210188
280,60,RL,83.0,10005,Pave,NA,ClearCr,Norm,Norm,2022,1160,505,7,5,1977,1,1,0,2008,3,Normal,192000,94.95548961424332,124.24298891029504
281,60,RL,82.0,11287,Pave,NA,SawyerW,Norm,Norm,1982,807,575,7,6,1989,1,1,0,2007,1,Normal,228500,115.28758829465187,119.70442421965492
282,20,FV,60.0,7200,Pave,Pave,Somerst,Norm,Norm,1262,1262,572,6,5,2006,1,0,0,2006,5,Partial,185000,146.59270998415215,141.3359664248121
283,120,RL,34.0,5063,Pave,NA,NridgHt,Norm,Norm,1314,1314,626,7,5,2007,1,1,0,2009,4,Normal,207500,157.91476407914763,164.57805723210188
284,20,RL,74.0,9612,Pave,NA,Somerst,Feedr,Norm,1468,1468,898,8,5,2008,1,1,0,2009,12,Partial,244600,166.62125340599454,141.3359664248121
285,120,RL,50.0,8012,Pave,NA,SawyerW,Norm,Norm,1575,1575,529,6,5,1992,1,0,0,2007,7,Normal,179200,113.77777777777777,119.70442421965492
286,160,FV,35.0,4251,Pave,Pave,Somerst,Norm,Norm,1250,625,528,7,5,2006,1,0,0,2007,6,Partial,164700,131.76,141.3359664248121
287,50,RL,77.0,9786,Pave,NA,NAmes,Norm,Norm,1734,912,440,6,7,1962,1,1,0,2006,6,Normal,159000,91.6955017301038,116.08938532777013
288,20,RL,69.0,8125,Pave,NA,NAmes,Norm,Norm,858,858,0,4,4,1971,1,0,0,2006,6,Normal,88000,102.56410256410257,116.08938532777013
289,20,RL,69.0,9819,Pave,NA,Sawyer,Norm,Norm,900,882,280,5,5,1967,1,0,0,2010,2,Normal,122000,135.55555555555554,117.85616299660873
290,70,RL,60.0,8730,Pave,NA,BrkSide,RRAn,Norm,1396,698,384,6,7,1915,1,0,0,2007,7,Normal,153575,110.01074498567336,105.96680854866048
291,60,RL,120.0,15611,Pave,NA,CollgCr,Norm,Norm,1919,1079,685,8,5,2006,1,1,0,2006,7,Partial,233230,121.5372589890568,136.78367951579068
292,190,RL,55.0,5687,Pave,Grvl,SWISU,Norm,Norm,1716,780,0,5,6,1912,0,0,0,2008,3,Normal,135900,79.1958041958042,84.75523335164974
293,50,RL,60.0,11409,Pave,NA,Edwards,Norm,Norm,1716,768,281,5,4,1949,1,1,0,2009,1,Normal,131000,76.34032634032634,101.83295816841985
294,60,RL,69.0,16659,Pave,NA,NWAmes,PosA,Norm,2263,795,539,7,7,1977,1,1,0,2006,3,Normal,235000,103.844454264251,111.84834925438751
295,20,RL,80.0,9600,Pave,NA,NAmes,Norm,Norm,1644,1416,418,6,5,1953,1,2,0,2009,10,Normal,167000,101.58150851581509,116.08938532777013
296,80,RL,37.0,7937,Pave,NA,Mitchel,Norm,Norm,1003,1003,588,6,6,1984,1,0,0,2006,3,Normal,142500,142.073778664008,126.01744863615829
297,50,RM,75.0,13710,Pave,NA,IDOTRR,Norm,Norm,1558,910,282,5,5,1950,1,0,0,2007,6,Normal,152000,97.5609756097561,89.1360425104863
298,60,FV,66.0,7399,Pave,Pave,Somerst,Norm,Norm,1950,975,576,7,5,1997,1,1,0,2007,6,Normal,239000,122.56410256410257,141.3359664248121
299,60,RL,90.0,11700,Pave,NA,NWAmes,Norm,Norm,1743,702,539,6,6,1968,1,1,0,2007,6,Normal,175000,100.40160642570281,111.84834925438751
300,20,RL,80.0,14000,Pave,NA,Crawfor,Norm,Norm,1152,1092,300,6,8,1950,1,1,0,2009,8,Family,158500,137.58680555555554,120.25482638137272
301,190,RL,90.0,15750,Pave,NA,Crawfor,Norm,Norm,1336,1165,375,5,5,1953,1,2,0,2006,6,Normal,157000,117.51497005988024,120.25482638137272
302,60,RL,66.0,16226,Pave,NA,CollgCr,Norm,Norm,2452,1028,683,8,5,1998,1,1,0,2007,5,Normal,267000,108.89070146818923,136.78367951579068
303,20,RL,118.0,13704,Pave,NA,CollgCr,Norm,Norm,1541,1541,843,7,5,2001,1,1,0,2006,1,Normal,205000,133.03049967553537,136.78367951579068
304,20,RL,70.0,9800,Pave,NA,CollgCr,Norm,Norm,894,894,552,5,7,1972,1,0,0,2006,7,Abnorml,149900,167.67337807606265,136.78367951579068
305,75,RM,87.0,18386,Pave,NA,OldTown,Norm,Norm,3493,1470,870,7,9,1880,1,1,0,2008,5,Normal,295000,84.45462353277985,91.42728199677266
306,20,RL,80.0,10386,Pave,NA,CollgCr,Norm,Norm,2000,2000,888,8,5,2004,1,0,0,2007,7,Normal,305900,152.95,136.78367951579068
307,60,RL,116.0,13474,Pave,NA,SawyerW,Feedr,Norm,2243,700,746,7,5,1990,1,1,0,2007,6,Normal,225000,100.31208203299153,119.70442421965492
308,50,RM,69.0,7920,Pave,Grvl,IDOTRR,Artery,Norm,1406,319,0,6,7,1920,1,0,0,2008,3,Normal,89500,63.65576102418208,89.1360425104863
309,30,RL,69.0,12342,Pave,NA,Edwards,Norm,Norm,861,861,539,4,5,1940,1,0,0,2009,3,Normal,82500,95.81881533101046,101.83295816841985
310,20,RL,90.0,12378,Pave,NA,NridgHt,Norm,Norm,1944,1896,708,9,5,2003,1,3,0,2006,11,Normal,360000,185.1851851851852,164.57805723210188
311,60,RL,69.0,7685,Pave,NA,Gilbert,Norm,Norm,1501,697,420,6,5,1993,1,1,0,2006,5,Normal,165600,110.32644903397735,119.11493125681703
312,20,RL,50.0,8000,Pave,NA,NAmes,Norm,Norm,972,972,240,6,6,1948,1,1,0,2009,5,Normal,132000,135.80246913580248,116.08938532777013
313,190,RM,65.0,7800,Pave,NA,OldTown,Artery,Norm,1118,793,410,5,7,1939,1,1,0,2006,5,Normal,119900,107.24508050089446,91.42728199677266
314,20,RL,150.0,215245,Pave,NA,Timber,Norm,Norm,2036,2136,513,7,5,1965,1,2,0,2009,6,Normal,375000,184.18467583497053,139.76648322039009
315,70,RM,60.0,9600,Pave,Grvl,OldTown,Norm,Norm,1641,728,546,7,7,1925,1,1,0,2006,8,Normal,178000,108.47044485070079,91.42728199677266
316,60,RL,71.0,7795,Pave,NA,Gilbert,Norm,Norm,1432,716,432,7,5,2004,1,1,0,2009,7,Normal,188500,131.6340782122905,119.11493125681703
317,60,RL,94.0,13005,Pave,NA,NWAmes,Norm,Norm,2353,845,484,7,7,1980,1,1,0,2009,8,Normal,260000,110.49723756906077,111.84834925438751
318,60,FV,75.0,9000,Pave,NA,Somerst,Norm,Norm,1959,1088,1025,8,5,2006,1,1,0,2007,12,Normal,270000,137.82542113323123,141.3359664248121
319,60,RL,90.0,9900,Pave,NA,NoRidge,Norm,Norm,2646,1347,656,7,5,1993,1,1,0,2009,4,Normal,260000,98.26152683295541,132.27168705070494
320,80,RL,69.0,14115,Pave,NA,NWAmes,Norm,Norm,1472,1372,588,7,5,1980,1,2,0,2009,6,Normal,187500,127.37771739130434,111.84834925438751
321,60,RL,111.0,16259,Pave,NA,NridgHt,Norm,Norm,2596,1249,840,9,5,2006,1,0,0,2006,9,Partial,342643,131.98882896764252,164.57805723210188
322,60,RL,99.0,12099,Pave,NA,NridgHt,Norm,Norm,2468,1136,872,8,5,2004,1,1,0,2007,6,Normal,354000,143.4359805510535,164.57805723210188
323,60,RL,86.0,10380,Pave,NA,SawyerW,Norm,Norm,2730,1502,576,7,5,1986,1,1,0,2007,8,Normal,301000,110.25641025641026,119.70442421965492
324,20,RM,49.0,5820,Pave,NA,OldTown,Norm,Norm,1163,1162,220,3,8,1955,1,0,0,2006,7,Normal,126175,108.49097162510748,91.42728199677266
325,80,RL,96.0,11275,Pave,NA,NAmes,PosN,Norm,2978,710,564,7,7,1967,1,1,0,2010,6,Normal,242000,81.26259234385493,116.08938532777013
326,45,RM,50.0,5000,Pave,NA,IDOTRR,RRAe,Norm,803,720,360,5,6,1941,0,0,0,2007,12,Normal,87000,108.34371108343711,89.1360425104863
327,120,RL,32.0,10846,Pave,NA,Veenker,Norm,Norm,1719,1719,473,8,5,1993,1,2,0,2008,5,Normal,324000,188.48167539267016,154.9809137507573
328,20,RL,80.0,11600,Pave,NA,NAmes,Norm,Norm,1383,1383,292,6,5,1960,1,0,0,2006,4,Normal,145250,105.02530730296456,116.08938532777013
329,75,RL,69.0,11888,Pave,Pave,BrkSide,PosN,Norm,2134,844,441,6,6,1916,0,0,0,2009,7,Normal,214500,100.51546391752578,105.96680854866048
330,70,RM,60.0,6402,Pave,NA,IDOTRR,Norm,Norm,1192,596,189,5,5,1920,0,0,0,2009,7,Normal,78000,65.43624161073825,89.1360425104863
